distance,point_est,ci_lower,ci_upper
0-1,NA,NA,NA
1-2,0.033367274069955585,0.005769074505813026,0.06096547363409814
2-3,-0.007426092774688416,-0.015900436776842747,0.001048251227465916
3-4,-0.006168462715444173,-0.01379564941021104,0.0014587239793226944
4-5,0.013550995982823765,0.00783624714380846,0.01926574482183907
