distance,point_est,ci_lower,ci_upper
0-1,0.15150790747379364,0.007502901628110681,0.2955129133194766
1-2,-0.12960002357051958,-0.18347915728171113,-0.07572088985932804
2-3,0.05674276634486651,-0.003013233241314403,0.11649876593104742
3-4,-0.11355894113316037,-0.16039951483087703,-0.06671836743544371
4-5,-0.10843419977913181,-0.15755883113605845,-0.05930956842220518
