distance,direction,point_est,ci_lower,ci_upper
0-1,Upwind,-0.20003750849958948,-4.329294483656901,3.9292194666577225
1-2,Upwind,0.7837764883746643,0.06255242677410677,1.5050005499752217
2-3,Upwind,-0.052110599354424435,-0.49734724461402574,0.3931260459051769
3-4,Upwind,-1.0382779290546997,-1.3144694179872414,-0.7620864401221581
4-5,Upwind,0.15247935035385218,-0.13240932329850735,0.4373680240062117
5-6,Upwind,0.28939724867241995,0.15135906971857085,0.42743542762626907
6-7,Upwind,0.5274670036424419,0.2751640880331219,0.779769919251762
7-8,Upwind,-0.46253394644957363,-0.5747820202546992,-0.3502858726444481
8-9,Upwind,0.7071058214649459,0.4755250835907759,0.938686559339116
9-10,Upwind,0.854570394500568,0.5685705158365297,1.1405702731646064
0-1,Downwind,-0.14409587930143034,-7.2684175492060605,6.980225790603201
1-2,Downwind,-2.4777384887541083,-3.281555020999566,-1.6739219565086505
2-3,Downwind,0.6652795153421569,0.3048631285667664,1.0256959021175474
3-4,Downwind,0.034679880433748846,-0.1777181297058762,0.24707789057337387
4-5,Downwind,-0.19197761089024062,-0.5908463542045757,0.2068911324240944
5-6,Downwind,-0.544080206390449,-0.6983744513222381,-0.38978596145865985
6-7,Downwind,-0.017707655567583643,-0.30450351592446495,0.2690882047892977
7-8,Downwind,1.7566867578315237,1.6046594039646571,1.9087141116983903
8-9,Downwind,-1.1903539296652133,-1.4460124750351246,-0.9346953842953017
9-10,Downwind,-0.39507483984918224,-0.6136888646651513,-0.17646081503321323
