distance,direction,point_est,ci_lower,ci_upper
0-1,Upwind,15.40270504984185,-16.328075078567643,47.13348517825135
1-2,Upwind,-3.052483440833565,-5.355920777009601,-0.7490461046575283
2-3,Upwind,0.43978665718336873,-1.4062981649274464,2.2858714792941837
3-4,Upwind,4.6886482199844055,2.979895702618853,6.397400737349958
4-5,Upwind,-0.06611290778920646,-1.1085434002457888,0.976317584667376
5-6,Upwind,0.79989179194593385,-0.5205929133125764,2.120376497204444
6-7,Upwind,-0.9867068288964203,-1.913594711424729,-0.05981894636811158
7-8,Upwind,0.2994778007717188,-172630.2749639882,172630.87391958977
8-9,Upwind,-0.0826284891772948,-172630.6570701044,172630.49181312605
9-10,Upwind,-0.3667708631373485,-0.5877347596852568,-0.14580696658944028
0-1,Downwind,-34.25218053667539,-75.08112143975305,6.576760366402276
1-2,Downwind,0.37997237781982346,-1.396887211196348,2.1568319668359948
2-3,Downwind,-4.498928096670909,-6.24752411855118,-2.7503320747906383
3-4,Downwind,8.574843078017905,6.870758825180687,10.278927330855122
4-5,Downwind,0.9337334252681407,-0.6912239356554094,2.5586907861916908
5-6,Downwind,-4.338535536881985,-6.110974532354246,-2.566096541409725
6-7,Downwind,2.594472415885959,1.5683321705881568,3.6206126611837615
7-8,Downwind,-0.0024273107984353116,-0.05766650426082814,0.05281188266395751
8-9,Downwind,NA,NA,NA
9-10,Downwind,-0.3964321859786705,-0.5699285158349154,-0.22293585612242567
0-1,Lateral,-17.02540907923944,-31.754729502852484,-2.296088655626397
1-2,Lateral,-0.4435362444042936,-1.1275547185577208,0.24048222974913358
2-3,Lateral,0.29353701340152316,-1.0756131086977903,1.6626871355008366
3-4,Lateral,4.145157584947233,2.898836135848483,5.391479034045983
4-5,Lateral,-0.3107038529678604,-0.9547493136212973,0.3333416076855765
5-6,Lateral,-0.10409321425547546,-0.9589125873276316,0.7507261588166807
6-7,Lateral,0.10223314886347527,-0.39811200677663455,0.6025783045035851
7-8,Lateral,-0.0843521345350543,-172630.65879372996,172630.49008946092
8-9,Lateral,0.0030611490256397355,-172630.57138044754,172630.5775027456
9-10,Lateral,-0.2711653129349562,-0.4210826048194956,-0.12124802105041682
