distance,point_est,ci_lower,ci_upper
0-1,0.1616332290791365,-0.040930473805067175,0.36419693196334013
1-2,0.059974105490192324,0.033895670438967275,0.08605254054141737
2-3,-0.011263596999733115,-0.024499814787791063,0.001972620788324832
3-4,0.06357722849214004,0.034655537128917224,0.09249891985536285
4-5,0.02320615744000193,-0.020825848692863462,0.06723816357286733
