distance,point_est,ci_lower,ci_upper
0-1,0.009448066161732105,-0.00491856810055297,0.02381470042401718
1-2,1.9354468771998047e-4,-6.211158825975364e-4,0.0010082052580374973
2-3,-0.0011753466432768834,-0.0019964594716202254,-3.5423381493354157e-4
3-4,-7.478290181208977e-4,-0.0014561881421028947,-3.94698941389006e-5
4-5,0.0012021766961075237,8.924083467552218e-4,0.0015119450454598258
