distance,direction,point_est,ci_lower,ci_upper
0-1,Upwind,NA,NA,NA
1-2,Upwind,14.592364960293569,-20.645330664069864,49.830060584657005
2-3,Upwind,7.692846413441449,-3.9872651329432287,19.372957959826127
3-4,Upwind,-5.940888360183864,-16.053458184672564,4.171681464304836
4-5,Upwind,2.766846090542378,-8.336681298084548,13.870373479169304
5-6,Upwind,-4.442263845277766,-11.261859609651035,2.3773319190955036
6-7,Upwind,13.122106979989464,5.549253800034478,20.69496015994445
7-8,Upwind,-14.75628570823765,-23.477967864553886,-6.034603551921414
8-9,Upwind,11.795101009347098,4.297711724361484,19.292490294332712
9-10,Upwind,-0.5540267862268328,-4.90372975606945,3.7956761836157846
0-1,Downwind,NA,NA,NA
1-2,Downwind,-13.3172602806275,-43.4773989383911,16.842878377136095
2-3,Downwind,1.237095713807056,-5.48354770137271,7.957739128986822
3-4,Downwind,-3.4827533282138354,-8.042793237345588,1.0772865809179182
4-5,Downwind,21.978066730522784,11.941736614709612,32.014396846335956
5-6,Downwind,-9.632805107911606,-15.28576276988266,-3.9798474459405515
6-7,Downwind,1.5529441442333096,-6.480215381524772,9.586103669991392
7-8,Downwind,-12.309583455552767,-17.849308166597794,-6.769858744507741
8-9,Downwind,NA,NA,NA
9-10,Downwind,-8.4279003857049,-11.712924418380542,-5.142876353029259
0-1,Lateral,NA,NA,NA
1-2,Lateral,8.980317199234303,-9.32127350316151,27.281907901630117
2-3,Lateral,4.975807151387727,0.2621231887387463,9.689491114036707
3-4,Lateral,0.9875886309153209,-4.360295467498689,6.3354727293293305
4-5,Lateral,9.345741241098281,2.752903887797686,15.938578594398876
5-6,Lateral,-2.701458747474133,-6.790179547953516,1.3872620530052497
6-7,Lateral,-2.335841177477212,-7.7699403760803065,3.0982580211258828
7-8,Lateral,-11.240536791910671,-16.121946427454688,-6.359127156366653
8-9,Lateral,7.945240824498143,3.092342988690162,12.798138660306122
9-10,Lateral,0.4641581353160504,-3.2025089899202523,4.130825260552353
