distance,point_est,ci_lower,ci_upper
0-1,-0.0348703449357114,-0.08527124360955571,0.015530553738132911
1-2,-0.010126999964906187,-0.01948528066273072,-7.68719267081653e-4
2-3,0.004994141298674989,0.0021028510859369236,0.007885431511413054
3-4,-0.01966596813871722,-0.024917495548769635,-0.014414440728664806
4-5,0.01687159538185785,0.01075051438473815,0.02299267637897755
