distance,point_est,ci_lower,ci_upper
0-1,0.27555168377338285,0.24373982379883963,0.30736354374792607
1-2,-0.0018300207459621292,-0.005782708475239621,0.0021226669833153623
2-3,0.0030516555869306416,0.0016458514892623702,0.004457459684598913
3-4,-0.01286974723334172,-0.014746559581589174,-0.010992934885094266
4-5,-0.0036818679064107712,-0.005124994629596184,-0.0022387411832253583
