distance,point_est,ci_lower,ci_upper
0-1,NA,NA,NA
1-2,0.3918365724008426,-0.022943613491821446,0.8066167582935067
2-3,0.36161879975223904,0.1285833799521723,0.5946542195523058
3-4,-0.1110939936819549,-0.22013327361768165,-0.0020547137462281345
4-5,0.007878619594800093,-0.09946554755315896,0.11522278674275914
